x,y,filename,block
151,163,output_196.wav,2
199,-166,output_197.wav,14
147,108,output_198.wav,2
-11,-197,output_199.wav,11
-175,-175,output_200.wav,10
-162,-67,output_201.wav,9
-45,-87,output_202.wav,8
66,38,output_203.wav,0
-164,-109,output_204.wav,10
-52,5,output_205.wav,4
-86,76,output_206.wav,4
-113,146,output_207.wav,6
-101,129,output_208.wav,6
73,173,output_209.wav,3
-106,144,output_210.wav,6
-117,190,output_211.wav,6
7,85,output_212.wav,0
-43,193,output_213.wav,5
172,-14,output_214.wav,15
-17,-13,output_215.wav,8
3,129,output_216.wav,3
178,97,output_217.wav,1
-122,-15,output_218.wav,9
188,44,output_219.wav,1
-57,170,output_220.wav,5
4,44,output_221.wav,0
-59,-33,output_222.wav,8
-197,-57,output_223.wav,9
142,179,output_224.wav,2
-35,29,output_225.wav,4
77,106,output_226.wav,3
-19,174,output_227.wav,5
-117,47,output_228.wav,7
13,-11,output_229.wav,12
33,-71,output_230.wav,12
-164,-100,output_231.wav,9
-115,76,output_232.wav,7
-31,101,output_233.wav,5
143,-100,output_234.wav,15
-61,-28,output_235.wav,8
146,-35,output_236.wav,15
-100,-197,output_237.wav,11
43,7,output_238.wav,0
-150,137,output_239.wav,6
-5,-11,output_240.wav,8
-43,110,output_241.wav,5
34,30,output_242.wav,0
-14,-40,output_243.wav,8
-88,95,output_244.wav,4
74,85,output_245.wav,0
-121,30,output_246.wav,7
-110,98,output_247.wav,7
73,-193,output_248.wav,13
44,127,output_249.wav,3
-194,-44,output_250.wav,9
-189,-192,output_251.wav,10
-173,-72,output_252.wav,9
-53,9,output_253.wav,4
85,-63,output_254.wav,12
-169,-118,output_255.wav,10
-10,-13,output_256.wav,8
102,-156,output_257.wav,14
-145,-39,output_258.wav,9
168,-74,output_259.wav,15
-162,-152,output_260.wav,10
-21,-13,output_261.wav,8
149,-88,output_262.wav,15
69,-188,output_263.wav,13
9,-124,output_264.wav,13
-106,-68,output_265.wav,9
100,197,output_266.wav,3
131,56,output_267.wav,1
192,24,output_268.wav,1
29,95,output_269.wav,0
-125,52,output_270.wav,7
90,83,output_271.wav,0
-162,97,output_272.wav,7
124,-86,output_273.wav,15
143,-57,output_274.wav,15
82,-49,output_275.wav,12
90,173,output_276.wav,3
-73,1,output_277.wav,4
-151,-22,output_278.wav,9
-93,60,output_279.wav,4
-107,-178,output_280.wav,10
134,-200,output_281.wav,14
-101,24,output_282.wav,7
74,-58,output_283.wav,12
-192,-34,output_284.wav,9
149,-137,output_285.wav,14
-102,-112,output_286.wav,10
149,178,output_287.wav,2
-39,-183,output_288.wav,11
32,169,output_289.wav,3
164,146,output_290.wav,2
51,113,output_291.wav,3
-155,-37,output_292.wav,9
93,-22,output_293.wav,12
56,-171,output_294.wav,13
76,39,output_295.wav,0
183,161,output_296.wav,2
-121,-41,output_297.wav,9
72,145,output_298.wav,3
-9,-35,output_299.wav,8
36,-11,output_300.wav,12
46,-69,output_301.wav,12
158,21,output_302.wav,1
-118,7,output_303.wav,7
-59,64,output_304.wav,4
-48,-18,output_305.wav,8
153,99,output_306.wav,1
-177,177,output_307.wav,6
94,-77,output_308.wav,12
126,142,output_309.wav,2
110,122,output_310.wav,2
36,53,output_311.wav,0
-66,-170,output_312.wav,11
-135,-34,output_313.wav,9
75,111,output_314.wav,3
-45,127,output_315.wav,5
187,152,output_316.wav,2
-24,107,output_317.wav,5
-59,133,output_318.wav,5
173,-144,output_319.wav,14
16,154,output_320.wav,3
165,76,output_321.wav,1
4,191,output_322.wav,3
-140,38,output_323.wav,7
70,-158,output_324.wav,13
-135,-67,output_325.wav,9
34,2,output_326.wav,0
-181,-191,output_327.wav,10
-99,116,output_328.wav,5
-135,144,output_329.wav,6
-75,131,output_330.wav,5
-9,13,output_331.wav,4
28,-26,output_332.wav,12
17,131,output_333.wav,3
198,51,output_334.wav,1
-112,36,output_335.wav,7
-39,20,output_336.wav,4
-90,-52,output_337.wav,8
-24,-53,output_338.wav,8
5,-173,output_339.wav,13
-127,112,output_340.wav,6
79,-86,output_341.wav,12
-64,140,output_342.wav,5
164,21,output_343.wav,1
140,92,output_344.wav,1
-57,43,output_345.wav,4
136,87,output_346.wav,1
-29,181,output_347.wav,5
-152,-89,output_348.wav,9
112,178,output_349.wav,2
-137,-153,output_350.wav,10
53,-183,output_351.wav,13
-62,-112,output_352.wav,11
74,-54,output_353.wav,12
-193,36,output_354.wav,7
7,-99,output_355.wav,12
137,85,output_356.wav,1
-18,-160,output_357.wav,11
152,52,output_358.wav,1
-104,-174,output_359.wav,10
-200,121,output_360.wav,6
167,-140,output_361.wav,14
-84,-130,output_362.wav,11
82,-16,output_363.wav,12
194,8,output_364.wav,1
-81,77,output_365.wav,4
-84,-168,output_366.wav,11
63,-149,output_367.wav,13
62,63,output_368.wav,0
110,-108,output_369.wav,14
-167,-149,output_370.wav,10
-149,-20,output_371.wav,9
138,112,output_372.wav,2
-64,-73,output_373.wav,8
133,168,output_374.wav,2
-159,-84,output_375.wav,9
-101,140,output_376.wav,6
39,-112,output_377.wav,13
-117,117,output_378.wav,6
-12,127,output_379.wav,5
-112,-123,output_380.wav,10
-49,-10,output_381.wav,8
192,19,output_382.wav,1
174,-128,output_383.wav,14
145,-131,output_384.wav,14
-35,181,output_385.wav,5
-133,-77,output_386.wav,9
-123,-32,output_387.wav,9
76,-158,output_388.wav,13
36,-86,output_389.wav,12
150,-150,output_390.wav,14
-185,130,output_391.wav,6
-56,-196,output_392.wav,11
45,-22,output_393.wav,12
32,76,output_394.wav,0
101,-158,output_395.wav,14
113,12,output_396.wav,1
-178,114,output_397.wav,6
-159,-35,output_398.wav,9
137,196,output_399.wav,2
-159,-176,output_400.wav,10
-178,-61,output_401.wav,9
179,-140,output_402.wav,14
-2,168,output_403.wav,5
-57,110,output_404.wav,5
-163,54,output_405.wav,7
196,24,output_406.wav,1
142,87,output_407.wav,1
22,-76,output_408.wav,12
-185,84,output_409.wav,7
154,115,output_410.wav,2
60,199,output_411.wav,3
94,30,output_412.wav,0
-104,-196,output_413.wav,10
16,-159,output_414.wav,13
107,-83,output_415.wav,15
-151,-22,output_416.wav,9
-140,-131,output_417.wav,10
-153,195,output_418.wav,6
8,122,output_419.wav,3
118,139,output_420.wav,2
98,-188,output_421.wav,13
123,-101,output_422.wav,14
26,-105,output_423.wav,13
-47,30,output_424.wav,4
-103,177,output_425.wav,6
52,-156,output_426.wav,13
-149,-198,output_427.wav,10
198,-121,output_428.wav,14
127,-22,output_429.wav,15
-134,49,output_430.wav,7
171,55,output_431.wav,1
173,181,output_432.wav,2
-145,-69,output_433.wav,9
-20,130,output_434.wav,5
-144,-194,output_435.wav,10
-104,-173,output_436.wav,10
80,165,output_437.wav,3
-171,-167,output_438.wav,10
-138,160,output_439.wav,6
-107,28,output_440.wav,7
-16,-37,output_441.wav,8
-116,8,output_442.wav,7
-119,-123,output_443.wav,10
-98,-11,output_444.wav,8
-99,49,output_445.wav,4
58,-36,output_446.wav,12
-109,-97,output_447.wav,9
-44,-61,output_448.wav,8
-149,34,output_449.wav,7
156,46,output_450.wav,1
4,39,output_451.wav,0
-78,-37,output_452.wav,8
10,134,output_453.wav,3
150,125,output_454.wav,2
150,176,output_455.wav,2
0,-123,output_456.wav,13
48,180,output_457.wav,3
195,-168,output_458.wav,14
-169,-84,output_459.wav,9
64,21,output_460.wav,0
-3,41,output_461.wav,4
68,115,output_462.wav,3
-73,-102,output_463.wav,11
-147,15,output_464.wav,7
-164,-194,output_465.wav,10
185,-110,output_466.wav,14
-19,153,output_467.wav,5
-153,52,output_468.wav,7
110,-182,output_469.wav,14
-134,51,output_470.wav,7
45,-179,output_471.wav,13
-160,-6,output_472.wav,9
-59,39,output_473.wav,4
63,-73,output_474.wav,12
173,-162,output_475.wav,14
41,-8,output_476.wav,12
177,-169,output_477.wav,14
-139,159,output_478.wav,6
-118,-114,output_479.wav,10
197,-27,output_480.wav,15
48,77,output_481.wav,0
6,-58,output_482.wav,12
-48,-94,output_483.wav,8
-43,-90,output_484.wav,8
41,-134,output_485.wav,13
-145,179,output_486.wav,6
-168,156,output_487.wav,6
-64,-46,output_488.wav,8
-36,5,output_489.wav,4
178,-1,output_490.wav,15
-151,155,output_491.wav,6
-89,-45,output_492.wav,8
12,-108,output_493.wav,13
-32,153,output_494.wav,5
-146,170,output_495.wav,6
179,-162,output_496.wav,14
-184,-145,output_497.wav,10
-4,12,output_498.wav,4
-122,-71,output_499.wav,9
42,-107,output_500.wav,13
-119,13,output_501.wav,7
172,-111,output_502.wav,14
-113,-182,output_503.wav,10
75,47,output_504.wav,0
-190,25,output_505.wav,7
-190,-181,output_506.wav,10
193,19,output_507.wav,1
101,78,output_508.wav,1
101,-75,output_509.wav,15
-161,-177,output_510.wav,10
-198,-108,output_511.wav,10
196,-2,output_512.wav,15
-81,41,output_513.wav,4
-184,153,output_514.wav,6
-65,117,output_515.wav,5
-72,56,output_516.wav,4
122,-70,output_517.wav,15
-110,104,output_518.wav,6
3,-164,output_519.wav,13
-57,-164,output_520.wav,11
-101,172,output_521.wav,6
18,158,output_522.wav,3
-169,-137,output_523.wav,10
112,-57,output_524.wav,15
-129,-70,output_525.wav,9
60,-17,output_526.wav,12
42,-40,output_527.wav,12
81,146,output_528.wav,3
-1,-61,output_529.wav,8
-126,-9,output_530.wav,9
0,90,output_531.wav,0
-21,68,output_532.wav,4
-183,-193,output_533.wav,10
126,102,output_534.wav,2
26,-176,output_535.wav,13
70,-149,output_536.wav,13
-34,162,output_537.wav,5
-18,-93,output_538.wav,8
-110,-56,output_539.wav,9
108,62,output_540.wav,1
-165,-119,output_541.wav,10
-17,-158,output_542.wav,11
12,-58,output_543.wav,12
21,64,output_544.wav,0
114,102,output_545.wav,2
19,17,output_546.wav,0
25,-145,output_547.wav,13
183,70,output_548.wav,1
-10,-76,output_549.wav,8
62,188,output_550.wav,3
131,151,output_551.wav,2
-198,61,output_552.wav,7
114,109,output_553.wav,2
-196,182,output_554.wav,6
74,119,output_555.wav,3
-185,-134,output_556.wav,10
-57,-115,output_557.wav,11
-190,88,output_558.wav,7
20,26,output_559.wav,0
-47,114,output_560.wav,5
163,-20,output_561.wav,15
-159,-185,output_562.wav,10
184,-1,output_563.wav,15
57,168,output_564.wav,3
-29,45,output_565.wav,4
181,133,output_566.wav,2
120,81,output_567.wav,1
-112,-156,output_568.wav,10
-19,-156,output_569.wav,11
-196,147,output_570.wav,6
-26,6,output_571.wav,4
52,35,output_572.wav,0
196,38,output_573.wav,1
-120,-117,output_574.wav,10
-27,-171,output_575.wav,11
-16,-152,output_576.wav,11
-22,133,output_577.wav,5
-129,-195,output_578.wav,10
52,121,output_579.wav,3
46,-161,output_580.wav,13
-184,71,output_581.wav,7
-60,-141,output_582.wav,11
146,-94,output_583.wav,15
128,133,output_584.wav,2
117,-144,output_585.wav,14
25,-13,output_586.wav,12
0,-83,output_587.wav,12
92,122,output_588.wav,3
-154,-158,output_589.wav,10
-22,-76,output_590.wav,8
-112,-10,output_591.wav,9
167,162,output_592.wav,2
149,-173,output_593.wav,14
122,123,output_594.wav,2
-105,-114,output_595.wav,10
7,-49,output_596.wav,12
1,23,output_597.wav,0
-109,25,output_598.wav,7
-114,14,output_599.wav,7
-85,-160,output_600.wav,11
85,48,output_601.wav,0
-92,-22,output_602.wav,8
184,66,output_603.wav,1
5,100,output_604.wav,0
-141,-57,output_605.wav,9
165,171,output_606.wav,2
-3,22,output_607.wav,4
-164,-107,output_608.wav,10
-43,-193,output_609.wav,11
-50,-3,output_610.wav,8
-46,158,output_611.wav,5
7,-84,output_612.wav,12
132,17,output_613.wav,1
187,64,output_614.wav,1
-33,-126,output_615.wav,11
-182,15,output_616.wav,7
-188,-36,output_617.wav,9
-82,-127,output_618.wav,11
-158,-171,output_619.wav,10
35,-130,output_620.wav,13
-173,-144,output_621.wav,10
146,-27,output_622.wav,15
7,-158,output_623.wav,13
-94,-130,output_624.wav,11
-31,20,output_625.wav,4
26,119,output_626.wav,3
164,-58,output_627.wav,15
53,160,output_628.wav,3
-98,87,output_629.wav,4
132,-164,output_630.wav,14
141,4,output_631.wav,1
-13,-49,output_632.wav,8
184,57,output_633.wav,1
-67,196,output_634.wav,5
-34,-114,output_635.wav,11
170,45,output_636.wav,1
-140,-26,output_637.wav,9
-17,107,output_638.wav,5
161,147,output_639.wav,2
-171,-131,output_640.wav,10
-161,-149,output_641.wav,10
120,32,output_642.wav,1
188,-34,output_643.wav,15
27,-169,output_644.wav,13
40,156,output_645.wav,3
-49,-52,output_646.wav,8
-175,132,output_647.wav,6
-167,36,output_648.wav,7
186,-79,output_649.wav,15
-108,-37,output_650.wav,9
157,37,output_651.wav,1
193,-25,output_652.wav,15
128,96,output_653.wav,1
-147,-57,output_654.wav,9
161,130,output_655.wav,2
167,-44,output_656.wav,15
-14,-133,output_657.wav,11
-122,18,output_658.wav,7
-157,-39,output_659.wav,9
187,-133,output_660.wav,14
-8,-33,output_661.wav,8
-109,57,output_662.wav,7
-125,-115,output_663.wav,10
-101,-133,output_664.wav,10
180,-3,output_665.wav,15
176,147,output_666.wav,2
82,75,output_667.wav,0
-16,-34,output_668.wav,8
56,-131,output_669.wav,13
-104,-45,output_670.wav,9
172,-51,output_671.wav,15
176,-163,output_672.wav,14
-87,49,output_673.wav,4
-35,15,output_674.wav,4
-144,50,output_675.wav,7
132,-16,output_676.wav,15
-24,149,output_677.wav,5
82,154,output_678.wav,3
-130,-7,output_679.wav,9
-141,46,output_680.wav,7
-132,-69,output_681.wav,9
-169,-200,output_682.wav,10
-145,-157,output_683.wav,10
-111,-133,output_684.wav,10
-170,9,output_685.wav,7
-77,172,output_686.wav,5
107,119,output_687.wav,2
97,46,output_688.wav,0
166,75,output_689.wav,1
-153,-162,output_690.wav,10
56,-190,output_691.wav,13
14,-33,output_692.wav,12
48,101,output_693.wav,3
-112,101,output_694.wav,6
-179,-107,output_695.wav,10
-198,-52,output_696.wav,9
-2,75,output_697.wav,4
137,39,output_698.wav,1
100,-13,output_699.wav,12
93,180,output_700.wav,3
-34,158,output_701.wav,5
184,-50,output_702.wav,15
-144,-124,output_703.wav,10
-133,-156,output_704.wav,10
23,-20,output_705.wav,12
86,-166,output_706.wav,13
-167,-112,output_707.wav,10
-185,-90,output_708.wav,9
-28,-143,output_709.wav,11
53,-189,output_710.wav,13
-9,14,output_711.wav,4
98,-44,output_712.wav,12
-125,147,output_713.wav,6
31,189,output_714.wav,3
121,-117,output_715.wav,14
-75,55,output_716.wav,4
199,-31,output_717.wav,15
179,162,output_718.wav,2
109,-158,output_719.wav,14
55,-103,output_720.wav,13
190,122,output_721.wav,2
-34,182,output_722.wav,5
-94,-17,output_723.wav,8
18,-50,output_724.wav,12
89,-131,output_725.wav,13
-79,30,output_726.wav,4
-85,91,output_727.wav,4
-41,-148,output_728.wav,11
86,152,output_729.wav,3
97,188,output_730.wav,3
96,-10,output_731.wav,12
183,-80,output_732.wav,15
191,-164,output_733.wav,14
-43,-127,output_734.wav,11
17,-61,output_735.wav,12
22,-139,output_736.wav,13
-105,96,output_737.wav,7
-103,187,output_738.wav,6
-43,-130,output_739.wav,11
-172,95,output_740.wav,7
135,-144,output_741.wav,14
-16,-76,output_742.wav,8
-168,24,output_743.wav,7
67,89,output_744.wav,0
-27,104,output_745.wav,5
188,-151,output_746.wav,14
88,116,output_747.wav,3
-182,-20,output_748.wav,9
-155,156,output_749.wav,6
79,156,output_750.wav,3
166,-99,output_751.wav,15
118,69,output_752.wav,1
-144,-133,output_753.wav,10
180,12,output_754.wav,1
-178,173,output_755.wav,6
-174,-97,output_756.wav,9
193,-134,output_757.wav,14
-106,-151,output_758.wav,10
-74,-174,output_759.wav,11
-79,-161,output_760.wav,11
-15,-164,output_761.wav,11
-180,-38,output_762.wav,9
79,-195,output_763.wav,13
-95,-162,output_764.wav,11
-59,-141,output_765.wav,11
173,108,output_766.wav,2
-104,20,output_767.wav,7
99,76,output_768.wav,0
-60,174,output_769.wav,5
-159,197,output_770.wav,6
109,-18,output_771.wav,15
55,-111,output_772.wav,13
-32,92,output_773.wav,4
119,174,output_774.wav,2
-172,-115,output_775.wav,10
182,69,output_776.wav,1
-101,40,output_777.wav,7
80,94,output_778.wav,0
147,168,output_779.wav,2
-9,-146,output_780.wav,11
-158,-188,output_781.wav,10
117,3,output_782.wav,1
12,-115,output_783.wav,13
-163,-121,output_784.wav,10
137,-39,output_785.wav,15
61,-120,output_786.wav,13
-5,-170,output_787.wav,11
168,-170,output_788.wav,14
58,-83,output_789.wav,12
-30,-26,output_790.wav,8
150,-157,output_791.wav,14
-60,140,output_792.wav,5
-38,142,output_793.wav,5
92,151,output_794.wav,3
53,31,output_795.wav,0
63,-121,output_796.wav,13
44,34,output_797.wav,0
-92,10,output_798.wav,4
179,-156,output_799.wav,14
-134,-65,output_800.wav,9
188,-34,output_801.wav,15
-198,-115,output_802.wav,10
134,-137,output_803.wav,14
138,-136,output_804.wav,14
130,50,output_805.wav,1
172,-111,output_806.wav,14
132,48,output_807.wav,1
-153,-59,output_808.wav,9
175,108,output_809.wav,2
165,57,output_810.wav,1
-86,141,output_811.wav,5
98,-50,output_812.wav,12
-192,151,output_813.wav,6
-29,-174,output_814.wav,11
-101,160,output_815.wav,6
161,115,output_816.wav,2
-110,-37,output_817.wav,9
9,160,output_818.wav,3
107,145,output_819.wav,2
195,-155,output_820.wav,14
57,-143,output_821.wav,13
-169,-65,output_822.wav,9
-9,-50,output_823.wav,8
9,-193,output_824.wav,13
-91,33,output_825.wav,4
-192,38,output_826.wav,7
-101,184,output_827.wav,6
-151,-97,output_828.wav,9
87,-96,output_829.wav,12
-117,56,output_830.wav,7
83,-149,output_831.wav,13
-177,-30,output_832.wav,9
-104,141,output_833.wav,6
14,107,output_834.wav,3
143,110,output_835.wav,2
-3,111,output_836.wav,5
-137,-111,output_837.wav,10
150,-7,output_838.wav,15
66,60,output_839.wav,0
35,-196,output_840.wav,13
110,-151,output_841.wav,14
-125,21,output_842.wav,7
-123,-95,output_843.wav,9
70,169,output_844.wav,3
178,63,output_845.wav,1
-108,96,output_846.wav,7
30,-13,output_847.wav,12
95,44,output_848.wav,0
-165,-140,output_849.wav,10
190,-105,output_850.wav,14
-140,107,output_851.wav,6
-88,-104,output_852.wav,11
-5,58,output_853.wav,4
92,-88,output_854.wav,12
91,-50,output_855.wav,12
-73,174,output_856.wav,5
125,-29,output_857.wav,15
193,12,output_858.wav,1
89,-195,output_859.wav,13
-121,-178,output_860.wav,10
-82,-137,output_861.wav,11
-50,135,output_862.wav,5
-123,-130,output_863.wav,10
-69,73,output_864.wav,4
72,196,output_865.wav,3
8,30,output_866.wav,0
194,42,output_867.wav,1
-136,56,output_868.wav,7
97,-167,output_869.wav,13
-27,-182,output_870.wav,11
-56,-29,output_871.wav,8
-15,-74,output_872.wav,8
-47,39,output_873.wav,4
166,-12,output_874.wav,15
106,-34,output_875.wav,15
114,137,output_876.wav,2
20,-44,output_877.wav,12
-166,-34,output_878.wav,9
-126,83,output_879.wav,7
-81,160,output_880.wav,5
-189,146,output_881.wav,6
-162,23,output_882.wav,7
-164,41,output_883.wav,7
193,99,output_884.wav,1
63,81,output_885.wav,0
182,113,output_886.wav,2
-134,-54,output_887.wav,9
-131,-83,output_888.wav,9
-69,-170,output_889.wav,11
14,5,output_890.wav,0
115,-5,output_891.wav,15
114,-45,output_892.wav,15
22,73,output_893.wav,0
173,118,output_894.wav,2
-57,-92,output_895.wav,8
-69,78,output_896.wav,4
-194,-35,output_897.wav,9
-79,106,output_898.wav,5
-57,154,output_899.wav,5
-58,118,output_900.wav,5
112,178,output_901.wav,2
199,170,output_902.wav,2
170,15,output_903.wav,1
62,-36,output_904.wav,12
30,-177,output_905.wav,13
85,118,output_906.wav,3
8,-138,output_907.wav,13
127,157,output_908.wav,2
137,-106,output_909.wav,14
-69,191,output_910.wav,5
21,-184,output_911.wav,13
6,-40,output_912.wav,12
151,2,output_913.wav,1
-154,-41,output_914.wav,9
93,-127,output_915.wav,13
34,84,output_916.wav,0
-115,-31,output_917.wav,9
-30,187,output_918.wav,5
-124,100,output_919.wav,7
9,87,output_920.wav,0
-41,-154,output_921.wav,11
68,-73,output_922.wav,12
8,139,output_923.wav,3
37,-86,output_924.wav,12
111,-150,output_925.wav,14
-52,61,output_926.wav,4
147,2,output_927.wav,1
118,-87,output_928.wav,15
-131,195,output_929.wav,6
69,-50,output_930.wav,12
-43,108,output_931.wav,5
195,-35,output_932.wav,15
129,192,output_933.wav,2
7,190,output_934.wav,3
149,163,output_935.wav,2
-29,189,output_936.wav,5
-84,-111,output_937.wav,11
-4,-57,output_938.wav,8
61,-88,output_939.wav,12
-194,-94,output_940.wav,9
-163,57,output_941.wav,7
189,-48,output_942.wav,15
127,121,output_943.wav,2
130,77,output_944.wav,1
182,-153,output_945.wav,14
133,-158,output_946.wav,14
152,106,output_947.wav,2
-108,-72,output_948.wav,9
-41,109,output_949.wav,5
15,-20,output_950.wav,12
-62,8,output_951.wav,4
-45,50,output_952.wav,4
-82,-15,output_953.wav,8
4,-116,output_954.wav,13
-59,-195,output_955.wav,11
85,36,output_956.wav,0
88,-159,output_957.wav,13
-180,-117,output_958.wav,10
131,70,output_959.wav,1
-183,-12,output_960.wav,9
103,101,output_961.wav,2
-50,-43,output_962.wav,8
-88,-156,output_963.wav,11
66,61,output_964.wav,0
-45,-85,output_965.wav,8
-136,-181,output_966.wav,10
-86,38,output_967.wav,4
147,-162,output_968.wav,14
-113,-164,output_969.wav,10
-132,145,output_970.wav,6
-136,179,output_971.wav,6
177,5,output_972.wav,1
-193,113,output_973.wav,6
-61,179,output_974.wav,5
56,-160,output_975.wav,13
-152,170,output_976.wav,6
160,39,output_977.wav,1
34,114,output_978.wav,3
135,118,output_979.wav,2
195,-88,output_980.wav,15
-157,66,output_981.wav,7
77,110,output_982.wav,3
156,-16,output_983.wav,15
-67,100,output_984.wav,4
-165,-141,output_985.wav,10
-137,47,output_986.wav,7
165,-5,output_987.wav,15
-39,193,output_988.wav,5
-72,41,output_989.wav,4
-31,-34,output_990.wav,8
-98,-136,output_991.wav,11
140,-17,output_992.wav,15
149,82,output_993.wav,1
-17,-119,output_994.wav,11
-23,-192,output_995.wav,11
