x,y,filename
-8,-158,output_112.wav
160,-106,output_113.wav
140,-15,output_114.wav
-88,-30,output_115.wav
21,-72,output_116.wav
-131,116,output_117.wav
7,-49,output_118.wav
-146,12,output_119.wav
156,-124,output_120.wav
-177,-32,output_121.wav
-66,92,output_122.wav
162,-178,output_123.wav
173,76,output_124.wav
94,61,output_125.wav
123,-56,output_126.wav
54,-167,output_127.wav
-173,88,output_128.wav
44,42,output_129.wav
-10,196,output_130.wav
-119,172,output_131.wav
-186,-63,output_132.wav
-177,177,output_133.wav
127,-61,output_134.wav
-11,-22,output_135.wav
122,-41,output_136.wav
-7,-83,output_137.wav
-32,121,output_138.wav
5,13,output_139.wav
-158,125,output_140.wav
55,100,output_141.wav
160,162,output_142.wav
-111,98,output_143.wav
116,-60,output_144.wav
21,166,output_145.wav
-44,126,output_146.wav
152,29,output_147.wav
-8,-98,output_148.wav
-167,-16,output_149.wav
-29,-99,output_150.wav
-66,57,output_151.wav
-12,-47,output_152.wav
128,20,output_153.wav
-165,23,output_154.wav
-158,-109,output_155.wav
-190,-136,output_156.wav
137,116,output_157.wav
47,-23,output_158.wav
-183,-113,output_159.wav
2,-44,output_160.wav
150,-103,output_161.wav
49,107,output_162.wav
184,-142,output_163.wav
63,41,output_164.wav
-62,-42,output_165.wav
153,-76,output_166.wav
22,-51,output_167.wav
193,-66,output_168.wav
-195,93,output_169.wav
-66,45,output_170.wav
-74,59,output_171.wav
-130,-200,output_172.wav
11,-27,output_173.wav
-101,44,output_174.wav
-116,-72,output_175.wav
79,-9,output_176.wav
145,24,output_177.wav
176,-22,output_178.wav
126,131,output_179.wav
69,-52,output_180.wav
-194,-138,output_181.wav
-167,-175,output_182.wav
-123,78,output_183.wav
19,-21,output_184.wav
-197,-165,output_185.wav
-193,84,output_186.wav
-86,-61,output_187.wav
-116,-111,output_188.wav
-134,48,output_189.wav
127,54,output_190.wav
189,-200,output_191.wav
131,110,output_192.wav
159,40,output_193.wav
117,-167,output_194.wav
23,-111,output_195.wav
142,-64,output_196.wav
198,169,output_197.wav
19,56,output_198.wav
190,-89,output_199.wav
-5,107,output_200.wav
-127,62,output_201.wav
90,77,output_202.wav
-58,-161,output_203.wav
57,181,output_204.wav
-60,-137,output_205.wav
74,-165,output_206.wav
189,-21,output_207.wav
45,-141,output_208.wav
145,83,output_209.wav
-45,98,output_210.wav
1,5,output_211.wav
-133,-28,output_212.wav
176,23,output_213.wav
-92,112,output_214.wav
148,67,output_215.wav
65,194,output_216.wav
160,17,output_217.wav
51,120,output_218.wav
-59,4,output_219.wav
34,-41,output_220.wav
-72,150,output_221.wav
-171,-67,output_222.wav
114,-105,output_223.wav
87,-94,output_224.wav
-117,5,output_225.wav
-191,83,output_226.wav
-136,77,output_227.wav
10,-7,output_228.wav
164,-121,output_229.wav
-31,174,output_230.wav
-21,-103,output_231.wav
6,-11,output_232.wav
43,31,output_233.wav
-182,-123,output_234.wav
-70,130,output_235.wav
71,-59,output_236.wav
-54,-43,output_237.wav
-200,48,output_238.wav
-77,98,output_239.wav
-165,35,output_240.wav
169,-179,output_241.wav
-12,-30,output_242.wav
49,2,output_243.wav
30,117,output_244.wav
120,-42,output_245.wav
-118,-48,output_246.wav
-52,-41,output_247.wav
155,-156,output_248.wav
-113,168,output_249.wav
100,-137,output_250.wav
-43,-11,output_251.wav
25,-44,output_252.wav
145,-54,output_253.wav
91,-19,output_254.wav
191,-54,output_255.wav
-79,126,output_256.wav
-83,-51,output_257.wav
135,163,output_258.wav
76,-161,output_259.wav
68,143,output_260.wav
86,173,output_261.wav
-107,48,output_262.wav
-158,-62,output_263.wav
-193,176,output_264.wav
156,-172,output_265.wav
-60,3,output_266.wav
96,-15,output_267.wav
59,-58,output_268.wav
-193,155,output_269.wav
-102,18,output_270.wav
-182,3,output_271.wav
-141,79,output_272.wav
-96,57,output_273.wav
72,169,output_274.wav
54,-139,output_275.wav
109,35,output_276.wav
-200,-58,output_277.wav
166,196,output_278.wav
89,124,output_279.wav
-36,-1,output_280.wav
-89,-88,output_281.wav
57,-190,output_282.wav
89,-197,output_283.wav
130,182,output_284.wav
29,61,output_285.wav
-164,-38,output_286.wav
132,162,output_287.wav
17,187,output_288.wav
125,-83,output_289.wav
-47,28,output_290.wav
-19,-33,output_291.wav
-180,125,output_292.wav
-71,-63,output_293.wav
-88,-177,output_294.wav
33,-191,output_295.wav
120,-200,output_296.wav
10,-49,output_297.wav
152,-173,output_298.wav
-23,-185,output_299.wav
169,-102,output_300.wav
-140,-4,output_301.wav
-13,106,output_302.wav
-144,-155,output_303.wav
9,74,output_304.wav
60,175,output_305.wav
147,98,output_306.wav
-48,-10,output_307.wav
-2,-40,output_308.wav
100,-173,output_309.wav
-155,62,output_310.wav
-49,61,output_311.wav
122,-142,output_312.wav
0,115,output_313.wav
-186,-80,output_314.wav
102,-146,output_315.wav
-14,188,output_316.wav
-86,-46,output_317.wav
-48,9,output_318.wav
4,86,output_319.wav
129,97,output_320.wav
-135,178,output_321.wav
-172,-103,output_322.wav
-147,159,output_323.wav
-1,19,output_324.wav
88,-84,output_325.wav
17,-160,output_326.wav
165,101,output_327.wav
-40,56,output_328.wav
-178,-65,output_329.wav
102,-76,output_330.wav
-81,-92,output_331.wav
7,-189,output_332.wav
117,68,output_333.wav
-28,172,output_334.wav
37,170,output_335.wav
12,-49,output_336.wav
-77,-8,output_337.wav
115,-168,output_338.wav
67,15,output_339.wav
-10,141,output_340.wav
-93,-125,output_341.wav
146,-183,output_342.wav
40,24,output_343.wav
-37,159,output_344.wav
-125,94,output_345.wav
18,189,output_346.wav
81,73,output_347.wav
54,141,output_348.wav
-137,175,output_349.wav
63,-62,output_350.wav
41,-31,output_351.wav
-62,175,output_352.wav
-110,26,output_353.wav
41,13,output_354.wav
17,167,output_355.wav
-13,198,output_356.wav
108,77,output_357.wav
-162,-189,output_358.wav
147,-35,output_359.wav
54,173,output_360.wav
153,-15,output_361.wav
-39,33,output_362.wav
193,167,output_363.wav
-72,167,output_364.wav
86,-75,output_365.wav
-104,-82,output_366.wav
47,-133,output_367.wav
-54,172,output_368.wav
-67,87,output_369.wav
-153,-73,output_370.wav
179,81,output_371.wav
118,155,output_372.wav
137,46,output_373.wav
-160,71,output_374.wav
-182,-66,output_375.wav
53,28,output_376.wav
107,59,output_377.wav
-175,8,output_378.wav
104,149,output_379.wav
61,156,output_380.wav
144,-178,output_381.wav
-46,152,output_382.wav
14,-189,output_383.wav
103,-153,output_384.wav
130,-182,output_385.wav
-190,-74,output_386.wav
80,83,output_387.wav
105,91,output_388.wav
-146,29,output_389.wav
-148,171,output_390.wav
53,-125,output_391.wav
-136,59,output_392.wav
66,42,output_393.wav
158,-70,output_394.wav
39,83,output_395.wav
-130,90,output_396.wav
141,76,output_397.wav
147,146,output_398.wav
40,-16,output_399.wav
4,187,output_400.wav
154,-180,output_401.wav
63,8,output_402.wav
-167,160,output_403.wav
-38,190,output_404.wav
159,178,output_405.wav
-30,-120,output_406.wav
24,-162,output_407.wav
-86,-102,output_408.wav
23,186,output_409.wav
73,-47,output_410.wav
-24,174,output_411.wav
159,-9,output_412.wav
-64,-82,output_413.wav
108,128,output_414.wav
198,105,output_415.wav
31,24,output_416.wav
160,188,output_417.wav
58,83,output_418.wav
-95,38,output_419.wav
-192,37,output_420.wav
-90,92,output_421.wav
-63,67,output_422.wav
172,129,output_423.wav
-106,-91,output_424.wav
-121,195,output_425.wav
-128,52,output_426.wav
-176,-33,output_427.wav
-184,-33,output_428.wav
87,-47,output_429.wav
-156,-79,output_430.wav
-145,71,output_431.wav
-89,-129,output_432.wav
144,97,output_433.wav
98,89,output_434.wav
189,70,output_435.wav
142,-144,output_436.wav
-88,127,output_437.wav
-102,187,output_438.wav
38,-35,output_439.wav
-53,-5,output_440.wav
-98,186,output_441.wav
27,194,output_442.wav
45,-165,output_443.wav
-50,100,output_444.wav
-120,-85,output_445.wav
-19,-70,output_446.wav
-46,-23,output_447.wav
-106,-9,output_448.wav
-87,-193,output_449.wav
-92,49,output_450.wav
122,-174,output_451.wav
7,111,output_452.wav
-155,-71,output_453.wav
121,125,output_454.wav
35,9,output_455.wav
-186,-31,output_456.wav
158,93,output_457.wav
64,-24,output_458.wav
167,35,output_459.wav
-45,199,output_460.wav
-180,-171,output_461.wav
-8,28,output_462.wav
69,177,output_463.wav
-125,180,output_464.wav
41,160,output_465.wav
-83,176,output_466.wav
-132,42,output_467.wav
-161,31,output_468.wav
132,-16,output_469.wav
139,21,output_470.wav
-45,136,output_471.wav
-154,140,output_472.wav
-38,3,output_473.wav
79,-114,output_474.wav
24,35,output_475.wav
92,-78,output_476.wav
-52,-173,output_477.wav
5,2,output_478.wav
103,-194,output_479.wav
-123,-115,output_480.wav
34,-171,output_481.wav
88,52,output_482.wav
58,-67,output_483.wav
-183,-83,output_484.wav
138,33,output_485.wav
74,-88,output_486.wav
199,172,output_487.wav
126,-122,output_488.wav
47,51,output_489.wav
132,134,output_490.wav
-129,116,output_491.wav
-42,-53,output_492.wav
7,89,output_493.wav
127,-94,output_494.wav
-80,-119,output_495.wav
136,-70,output_496.wav
0,52,output_497.wav
32,199,output_498.wav
4,-52,output_499.wav
-162,-5,output_500.wav
-70,39,output_501.wav
-41,-43,output_502.wav
-40,-32,output_503.wav
35,-79,output_504.wav
-10,-37,output_505.wav
148,64,output_506.wav
43,-136,output_507.wav
165,-163,output_508.wav
-130,123,output_509.wav
174,162,output_510.wav
-163,-142,output_511.wav
-63,-91,output_512.wav
83,-124,output_513.wav
-95,9,output_514.wav
-172,24,output_515.wav
-167,-153,output_516.wav
-35,-50,output_517.wav
158,39,output_518.wav
-122,45,output_519.wav
46,-14,output_520.wav
79,31,output_521.wav
55,-151,output_522.wav
-141,-160,output_523.wav
167,161,output_524.wav
57,-29,output_525.wav
175,172,output_526.wav
-19,142,output_527.wav
124,-200,output_528.wav
-43,20,output_529.wav
-176,95,output_530.wav
-181,6,output_531.wav
126,-169,output_532.wav
-62,30,output_533.wav
148,54,output_534.wav
131,-112,output_535.wav
190,73,output_536.wav
-50,159,output_537.wav
172,-105,output_538.wav
-23,113,output_539.wav
-50,153,output_540.wav
-104,122,output_541.wav
-70,-150,output_542.wav
58,165,output_543.wav
-146,-26,output_544.wav
-117,-106,output_545.wav
-159,28,output_546.wav
87,73,output_547.wav
-26,186,output_548.wav
-49,125,output_549.wav
78,-114,output_550.wav
-36,-21,output_551.wav
100,-178,output_552.wav
180,-16,output_553.wav
29,-19,output_554.wav
-89,-67,output_555.wav
-177,-135,output_556.wav
144,77,output_557.wav
-23,166,output_558.wav
-56,6,output_559.wav
-165,152,output_560.wav
-89,56,output_561.wav
155,42,output_562.wav
-114,150,output_563.wav
-72,-88,output_564.wav
124,-101,output_565.wav
-91,52,output_566.wav
48,118,output_567.wav
-184,-106,output_568.wav
-94,-30,output_569.wav
-77,128,output_570.wav
-142,-104,output_571.wav
-172,8,output_572.wav
166,-44,output_573.wav
132,69,output_574.wav
93,99,output_575.wav
33,-162,output_576.wav
-85,-133,output_577.wav
61,-143,output_578.wav
-118,53,output_579.wav
-96,-70,output_580.wav
-72,-124,output_581.wav
178,155,output_582.wav
185,91,output_583.wav
-52,-64,output_584.wav
-133,-125,output_585.wav
-174,-113,output_586.wav
-30,-68,output_587.wav
169,-164,output_588.wav
-19,-86,output_589.wav
27,-130,output_590.wav
11,134,output_591.wav
-115,-120,output_592.wav
-100,89,output_593.wav
-71,-44,output_594.wav
-82,-126,output_595.wav
34,-134,output_596.wav
-17,-160,output_597.wav
-96,122,output_598.wav
-115,160,output_599.wav
176,-64,output_600.wav
194,80,output_601.wav
-188,-107,output_602.wav
62,-138,output_603.wav
-37,-12,output_604.wav
-153,29,output_605.wav
1,-18,output_606.wav
48,102,output_607.wav
141,-195,output_608.wav
127,188,output_609.wav
153,-43,output_610.wav
152,55,output_611.wav
-10,-199,output_612.wav
-92,131,output_613.wav
-73,-106,output_614.wav
157,149,output_615.wav
-55,-174,output_616.wav
-156,-100,output_617.wav
142,108,output_618.wav
-6,167,output_619.wav
-185,65,output_620.wav
12,-43,output_621.wav
-186,-191,output_622.wav
-39,-135,output_623.wav
174,178,output_624.wav
-138,169,output_625.wav
183,-185,output_626.wav
123,-25,output_627.wav
-13,-135,output_628.wav
-159,24,output_629.wav
-17,-176,output_630.wav
60,-135,output_631.wav
137,139,output_632.wav
-68,-145,output_633.wav
97,32,output_634.wav
-34,-22,output_635.wav
68,-16,output_636.wav
-61,-66,output_637.wav
8,-159,output_638.wav
-36,-168,output_639.wav
31,-47,output_640.wav
40,-165,output_641.wav
-132,-160,output_642.wav
188,-25,output_643.wav
35,134,output_644.wav
-85,126,output_645.wav
-155,-4,output_646.wav
37,22,output_647.wav
-124,0,output_648.wav
153,38,output_649.wav
183,-103,output_650.wav
166,28,output_651.wav
-148,158,output_652.wav
65,-33,output_653.wav
91,157,output_654.wav
34,125,output_655.wav
103,-4,output_656.wav
15,-190,output_657.wav
-60,-71,output_658.wav
-144,-114,output_659.wav
-68,-18,output_660.wav
-150,-192,output_661.wav
-187,162,output_662.wav
137,162,output_663.wav
96,-20,output_664.wav
-197,135,output_665.wav
-119,114,output_666.wav
-177,68,output_667.wav
107,168,output_668.wav
167,128,output_669.wav
154,-140,output_670.wav
91,176,output_671.wav
-62,33,output_672.wav
26,35,output_673.wav
-179,-6,output_674.wav
103,-44,output_675.wav
-173,-154,output_676.wav
-158,-7,output_677.wav
162,102,output_678.wav
-7,178,output_679.wav
153,-105,output_680.wav
108,-121,output_681.wav
-52,-74,output_682.wav
122,88,output_683.wav
-53,-156,output_684.wav
-171,-73,output_685.wav
126,-93,output_686.wav
-180,87,output_687.wav
46,196,output_688.wav
-193,13,output_689.wav
-25,-156,output_690.wav
122,-174,output_691.wav
-164,152,output_692.wav
58,-50,output_693.wav
35,146,output_694.wav
113,-53,output_695.wav
-65,143,output_696.wav
59,141,output_697.wav
-61,89,output_698.wav
168,36,output_699.wav
152,-189,output_700.wav
-159,93,output_701.wav
89,-156,output_702.wav
165,186,output_703.wav
-157,-96,output_704.wav
24,-63,output_705.wav
44,-6,output_706.wav
56,-172,output_707.wav
161,-36,output_708.wav
-110,154,output_709.wav
-187,-6,output_710.wav
-128,125,output_711.wav
-125,-155,output_712.wav
5,-111,output_713.wav
126,36,output_714.wav
51,44,output_715.wav
145,56,output_716.wav
-185,-114,output_717.wav
-53,-199,output_718.wav
-68,-7,output_719.wav
-65,30,output_720.wav
25,-17,output_721.wav
-153,-137,output_722.wav
-37,185,output_723.wav
133,-173,output_724.wav
-191,-3,output_725.wav
84,181,output_726.wav
-151,194,output_727.wav
-37,69,output_728.wav
22,-178,output_729.wav
-183,-180,output_730.wav
-139,11,output_731.wav
-98,188,output_732.wav
47,-138,output_733.wav
-180,176,output_734.wav
-164,157,output_735.wav
42,71,output_736.wav
16,115,output_737.wav
154,90,output_738.wav
40,-130,output_739.wav
-159,-29,output_740.wav
63,182,output_741.wav
-132,83,output_742.wav
134,-187,output_743.wav
-55,99,output_744.wav
46,24,output_745.wav
176,166,output_746.wav
150,-24,output_747.wav
130,-26,output_748.wav
-2,61,output_749.wav
-10,12,output_750.wav
135,3,output_751.wav
-6,-57,output_752.wav
-150,-134,output_753.wav
-160,41,output_754.wav
24,-141,output_755.wav
-22,-163,output_756.wav
9,-74,output_757.wav
-8,170,output_758.wav
-78,109,output_759.wav
70,121,output_760.wav
-161,14,output_761.wav
-111,-83,output_762.wav
-132,-192,output_763.wav
-164,-77,output_764.wav
-114,-95,output_765.wav
118,3,output_766.wav
-46,-93,output_767.wav
158,198,output_768.wav
-10,-55,output_769.wav
89,-21,output_770.wav
-95,188,output_771.wav
160,-17,output_772.wav
128,-72,output_773.wav
-18,-35,output_774.wav
-200,112,output_775.wav
187,-32,output_776.wav
-91,-7,output_777.wav
47,-78,output_778.wav
62,-60,output_779.wav
-32,-6,output_780.wav
70,-96,output_781.wav
-151,71,output_782.wav
-198,107,output_783.wav
96,-142,output_784.wav
-185,-99,output_785.wav
79,97,output_786.wav
47,-121,output_787.wav
-130,-85,output_788.wav
59,143,output_789.wav
89,14,output_790.wav
107,-148,output_791.wav
-179,-110,output_792.wav
49,74,output_793.wav
-141,-161,output_794.wav
-150,74,output_795.wav
8,-54,output_796.wav
125,-88,output_797.wav
148,81,output_798.wav
-49,-31,output_799.wav
-160,-126,output_800.wav
-69,-183,output_801.wav
-174,63,output_802.wav
145,-159,output_803.wav
-33,-200,output_804.wav
-120,18,output_805.wav
-163,146,output_806.wav
176,-27,output_807.wav
55,-6,output_808.wav
32,83,output_809.wav
62,148,output_810.wav
30,-133,output_811.wav
-150,199,output_812.wav
-5,-97,output_813.wav
-134,-174,output_814.wav
19,133,output_815.wav
162,-73,output_816.wav
-86,-154,output_817.wav
-142,185,output_818.wav
151,-111,output_819.wav
16,44,output_820.wav
62,159,output_821.wav
-29,2,output_822.wav
-47,-11,output_823.wav
-122,64,output_824.wav
-174,-101,output_825.wav
-73,-141,output_826.wav
-75,-47,output_827.wav
74,-83,output_828.wav
-46,-161,output_829.wav
-180,-154,output_830.wav
-135,77,output_831.wav
-200,-41,output_832.wav
43,58,output_833.wav
80,-72,output_834.wav
155,-107,output_835.wav
3,120,output_836.wav
149,-122,output_837.wav
-77,-137,output_838.wav
53,-152,output_839.wav
-160,129,output_840.wav
-31,-137,output_841.wav
-161,-96,output_842.wav
15,27,output_843.wav
-94,108,output_844.wav
129,-172,output_845.wav
-51,-132,output_846.wav
109,178,output_847.wav
-29,-118,output_848.wav
188,126,output_849.wav
149,153,output_850.wav
103,178,output_851.wav
3,-27,output_852.wav
159,-18,output_853.wav
-109,-90,output_854.wav
25,194,output_855.wav
-169,153,output_856.wav
-31,-166,output_857.wav
113,-145,output_858.wav
186,-17,output_859.wav
-193,87,output_860.wav
103,-102,output_861.wav
-60,-158,output_862.wav
43,120,output_863.wav
-64,-165,output_864.wav
-144,-55,output_865.wav
-115,-107,output_866.wav
-39,87,output_867.wav
142,85,output_868.wav
163,-49,output_869.wav
177,90,output_870.wav
-136,-30,output_871.wav
-155,-168,output_872.wav
44,38,output_873.wav
-19,155,output_874.wav
1,-78,output_875.wav
198,-10,output_876.wav
136,20,output_877.wav
-134,-84,output_878.wav
-41,-173,output_879.wav
174,-177,output_880.wav
-42,-14,output_881.wav
-146,0,output_882.wav
13,-84,output_883.wav
-195,-80,output_884.wav
33,90,output_885.wav
111,-61,output_886.wav
30,145,output_887.wav
-117,-149,output_888.wav
-189,-170,output_889.wav
105,139,output_890.wav
-20,-53,output_891.wav
-131,120,output_892.wav
42,-160,output_893.wav
1,-146,output_894.wav
-59,-152,output_895.wav
-51,-51,output_896.wav
-131,169,output_897.wav
60,-137,output_898.wav
-112,158,output_899.wav
-80,193,output_900.wav
29,87,output_901.wav
33,-34,output_902.wav
-174,-155,output_903.wav
96,-112,output_904.wav
-197,-130,output_905.wav
-28,133,output_906.wav
24,-193,output_907.wav
-138,32,output_908.wav
-65,-140,output_909.wav
-137,6,output_910.wav
103,148,output_911.wav
-108,29,output_912.wav
-85,-130,output_913.wav
165,-159,output_914.wav
-126,-73,output_915.wav
-137,-25,output_916.wav
-15,-70,output_917.wav
-155,-31,output_918.wav
-154,199,output_919.wav
-38,90,output_920.wav
-190,140,output_921.wav
123,123,output_922.wav
181,-169,output_923.wav
163,-20,output_924.wav
164,151,output_925.wav
-138,-62,output_926.wav
124,-95,output_927.wav
-7,85,output_928.wav
-32,112,output_929.wav
-163,65,output_930.wav
-67,-19,output_931.wav
-65,-31,output_932.wav
166,-120,output_933.wav
-144,110,output_934.wav
43,118,output_935.wav
-97,-153,output_936.wav
-196,-143,output_937.wav
-196,140,output_938.wav
22,-34,output_939.wav
173,-120,output_940.wav
94,-165,output_941.wav
66,87,output_942.wav
-6,14,output_943.wav
94,-182,output_944.wav
126,-101,output_945.wav
165,-63,output_946.wav
-93,-128,output_947.wav
110,161,output_948.wav
199,-161,output_949.wav
75,-186,output_950.wav
125,-24,output_951.wav
-136,-21,output_952.wav
59,163,output_953.wav
98,-196,output_954.wav
125,-28,output_955.wav
38,179,output_956.wav
-125,126,output_957.wav
-4,-140,output_958.wav
27,-92,output_959.wav
20,-177,output_960.wav
21,178,output_961.wav
100,143,output_962.wav
-153,99,output_963.wav
108,-150,output_964.wav
-163,-153,output_965.wav
85,-168,output_966.wav
-197,160,output_967.wav
-133,81,output_968.wav
-54,-193,output_969.wav
63,-43,output_970.wav
61,70,output_971.wav
21,47,output_972.wav
-25,-122,output_973.wav
70,30,output_974.wav
55,119,output_975.wav
-78,-14,output_976.wav
141,-176,output_977.wav
99,70,output_978.wav
75,63,output_979.wav
27,185,output_980.wav
96,126,output_981.wav
-129,-3,output_982.wav
75,-141,output_983.wav
-30,98,output_984.wav
51,182,output_985.wav
-139,11,output_986.wav
-97,-3,output_987.wav
156,71,output_988.wav
-74,-75,output_989.wav
140,79,output_990.wav
-5,148,output_991.wav
-96,-198,output_992.wav
-1,141,output_993.wav
77,-40,output_994.wav
-85,-197,output_995.wav
-66,78,output_996.wav
118,-83,output_997.wav
-77,-156,output_998.wav
24,117,output_999.wav
-146,-152,output_1000.wav
12,146,output_1001.wav
-147,-160,output_1002.wav
158,-28,output_1003.wav
107,-36,output_1004.wav
79,-19,output_1005.wav
8,-138,output_1006.wav
124,131,output_1007.wav
113,-120,output_1008.wav
193,-18,output_1009.wav
192,99,output_1010.wav
-22,-79,output_1011.wav
33,-153,output_1012.wav
-17,138,output_1013.wav
167,159,output_1014.wav
148,-178,output_1015.wav
-186,-185,output_1016.wav
-122,-140,output_1017.wav
92,-50,output_1018.wav
-53,165,output_1019.wav
-90,-69,output_1020.wav
50,-185,output_1021.wav
198,181,output_1022.wav
-8,-111,output_1023.wav
4,-32,output_1024.wav
-93,-141,output_1025.wav
75,185,output_1026.wav
26,32,output_1027.wav
64,-65,output_1028.wav
90,187,output_1029.wav
174,12,output_1030.wav
-157,150,output_1031.wav
78,8,output_1032.wav
-121,30,output_1033.wav
-172,98,output_1034.wav
-28,86,output_1035.wav
134,-16,output_1036.wav
-81,-11,output_1037.wav
176,-123,output_1038.wav
125,171,output_1039.wav
115,182,output_1040.wav
113,151,output_1041.wav
-181,-149,output_1042.wav
107,-35,output_1043.wav
-161,-63,output_1044.wav
105,-200,output_1045.wav
137,-162,output_1046.wav
192,131,output_1047.wav
109,-55,output_1048.wav
-192,-38,output_1049.wav
-110,-3,output_1050.wav
76,28,output_1051.wav
3,55,output_1052.wav
91,12,output_1053.wav
-110,-40,output_1054.wav
166,154,output_1055.wav
178,174,output_1056.wav
112,17,output_1057.wav
80,-13,output_1058.wav
117,30,output_1059.wav
143,152,output_1060.wav
-53,96,output_1061.wav
1,158,output_1062.wav
-11,80,output_1063.wav
178,12,output_1064.wav
18,188,output_1065.wav
145,-168,output_1066.wav
110,196,output_1067.wav
-6,-48,output_1068.wav
172,-96,output_1069.wav
31,-66,output_1070.wav
-145,163,output_1071.wav
-91,196,output_1072.wav
19,-32,output_1073.wav
143,147,output_1074.wav
100,41,output_1075.wav
-131,132,output_1076.wav
-6,98,output_1077.wav
-156,-165,output_1078.wav
194,-171,output_1079.wav
58,36,output_1080.wav
20,-121,output_1081.wav
189,169,output_1082.wav
-94,-32,output_1083.wav
-99,-15,output_1084.wav
139,4,output_1085.wav
87,-181,output_1086.wav
-185,-103,output_1087.wav
65,-64,output_1088.wav
149,-134,output_1089.wav
143,-87,output_1090.wav
-149,-153,output_1091.wav
-71,12,output_1092.wav
40,-104,output_1093.wav
133,-149,output_1094.wav
140,-119,output_1095.wav
17,40,output_1096.wav
177,-45,output_1097.wav
-124,-26,output_1098.wav
-34,-84,output_1099.wav
105,33,output_1100.wav
68,114,output_1101.wav
143,95,output_1102.wav
43,53,output_1103.wav
199,80,output_1104.wav
109,-69,output_1105.wav
101,-50,output_1106.wav
126,27,output_1107.wav
-142,106,output_1108.wav
-168,172,output_1109.wav
-137,43,output_1110.wav
39,174,output_1111.wav
-156,-101,output_1112.wav
-76,146,output_1113.wav
-131,-122,output_1114.wav
40,173,output_1115.wav
12,-52,output_1116.wav
38,109,output_1117.wav
157,-171,output_1118.wav
7,183,output_1119.wav
-65,-20,output_1120.wav
13,-95,output_1121.wav
194,-200,output_1122.wav
160,180,output_1123.wav
142,7,output_1124.wav
-114,98,output_1125.wav
31,175,output_1126.wav
75,-107,output_1127.wav
-122,-49,output_1128.wav
128,41,output_1129.wav
-181,-87,output_1130.wav
-28,-50,output_1131.wav
-88,32,output_1132.wav
41,99,output_1133.wav
-110,176,output_1134.wav
-143,-166,output_1135.wav
-169,-78,output_1136.wav
-160,-150,output_1137.wav
-92,22,output_1138.wav
-116,-129,output_1139.wav
11,-48,output_1140.wav
111,-128,output_1141.wav
-178,-94,output_1142.wav
122,194,output_1143.wav
60,196,output_1144.wav
164,22,output_1145.wav
-12,-130,output_1146.wav
105,-149,output_1147.wav
-129,101,output_1148.wav
14,104,output_1149.wav
-138,-194,output_1150.wav
-183,-15,output_1151.wav
-28,129,output_1152.wav
