x,y,filename
83,36,output_266.wav
127,11,output_267.wav
-61,-38,output_268.wav
-150,-104,output_269.wav
-23,-12,output_270.wav
42,-38,output_271.wav
38,178,output_272.wav
-82,-175,output_273.wav
24,36,output_274.wav
-150,54,output_275.wav
191,-140,output_276.wav
64,-159,output_277.wav
44,-46,output_278.wav
15,-167,output_279.wav
17,91,output_280.wav
140,-83,output_281.wav
-77,-128,output_282.wav
113,76,output_283.wav
73,76,output_284.wav
58,30,output_285.wav
-21,-132,output_286.wav
34,187,output_287.wav
55,-95,output_288.wav
-114,-37,output_289.wav
-108,-64,output_290.wav
146,70,output_291.wav
31,136,output_292.wav
-137,-142,output_293.wav
-38,63,output_294.wav
-160,20,output_295.wav
164,-175,output_296.wav
118,15,output_297.wav
137,154,output_298.wav
92,39,output_299.wav
-50,-110,output_300.wav
-142,-6,output_301.wav
-110,186,output_302.wav
-90,195,output_303.wav
-15,55,output_304.wav
-15,-172,output_305.wav
160,123,output_306.wav
-63,-117,output_307.wav
37,-182,output_308.wav
-176,-142,output_309.wav
-176,-140,output_310.wav
116,87,output_311.wav
-138,193,output_312.wav
-133,-99,output_313.wav
103,3,output_314.wav
-136,14,output_315.wav
118,67,output_316.wav
93,-69,output_317.wav
-7,-113,output_318.wav
-169,-83,output_319.wav
191,-188,output_320.wav
169,-44,output_321.wav
-53,-50,output_322.wav
-5,-31,output_323.wav
-61,-140,output_324.wav
120,44,output_325.wav
-158,-188,output_326.wav
117,79,output_327.wav
-78,134,output_328.wav
-59,-19,output_329.wav
176,-167,output_330.wav
25,-42,output_331.wav
105,-94,output_332.wav
103,114,output_333.wav
-140,-53,output_334.wav
114,-70,output_335.wav
-7,-147,output_336.wav
70,185,output_337.wav
-91,-191,output_338.wav
16,199,output_339.wav
33,-111,output_340.wav
155,80,output_341.wav
-191,124,output_342.wav
-182,-21,output_343.wav
91,-142,output_344.wav
-39,-137,output_345.wav
156,-196,output_346.wav
170,86,output_347.wav
-9,-65,output_348.wav
-24,125,output_349.wav
45,-55,output_350.wav
51,-128,output_351.wav
-50,-23,output_352.wav
-112,86,output_353.wav
-172,-78,output_354.wav
119,122,output_355.wav
140,-193,output_356.wav
-113,57,output_357.wav
-119,-194,output_358.wav
182,128,output_359.wav
92,-98,output_360.wav
-186,159,output_361.wav
77,-124,output_362.wav
120,190,output_363.wav
-74,107,output_364.wav
-88,-194,output_365.wav
-19,29,output_366.wav
-17,47,output_367.wav
160,-104,output_368.wav
-171,130,output_369.wav
-26,91,output_370.wav
-170,-51,output_371.wav
-25,-50,output_372.wav
123,-162,output_373.wav
57,46,output_374.wav
-87,23,output_375.wav
-16,-62,output_376.wav
60,-78,output_377.wav
39,127,output_378.wav
78,-162,output_379.wav
-42,-117,output_380.wav
-54,-101,output_381.wav
124,-108,output_382.wav
-91,189,output_383.wav
91,-35,output_384.wav
183,125,output_385.wav
-182,-181,output_386.wav
-25,110,output_387.wav
-46,181,output_388.wav
-156,60,output_389.wav
-125,123,output_390.wav
47,-198,output_391.wav
-121,-127,output_392.wav
148,-17,output_393.wav
36,9,output_394.wav
169,97,output_395.wav
15,-33,output_396.wav
152,-14,output_397.wav
-61,-164,output_398.wav
-62,-87,output_399.wav
-54,127,output_400.wav
27,177,output_401.wav
-14,138,output_402.wav
143,-198,output_403.wav
109,115,output_404.wav
103,-57,output_405.wav
179,93,output_406.wav
124,116,output_407.wav
-136,-112,output_408.wav
-179,-19,output_409.wav
-195,168,output_410.wav
57,87,output_411.wav
17,-193,output_412.wav
-1,81,output_413.wav
-145,9,output_414.wav
82,154,output_415.wav
185,118,output_416.wav
145,-77,output_417.wav
145,-72,output_418.wav
10,1,output_419.wav
17,-159,output_420.wav
146,-79,output_421.wav
148,180,output_422.wav
-193,-157,output_423.wav
-26,18,output_424.wav
-119,-66,output_425.wav
37,-190,output_426.wav
57,20,output_427.wav
-180,45,output_428.wav
107,120,output_429.wav
133,-67,output_430.wav
35,-81,output_431.wav
-14,-28,output_432.wav
-165,-92,output_433.wav
110,-95,output_434.wav
-73,-194,output_435.wav
-1,-168,output_436.wav
-98,131,output_437.wav
23,-52,output_438.wav
130,84,output_439.wav
95,-131,output_440.wav
-34,198,output_441.wav
-113,-183,output_442.wav
97,-39,output_443.wav
72,-3,output_444.wav
192,-94,output_445.wav
76,-28,output_446.wav
46,-162,output_447.wav
-172,-11,output_448.wav
-47,-17,output_449.wav
94,56,output_450.wav
-85,140,output_451.wav
-67,-57,output_452.wav
138,168,output_453.wav
136,-8,output_454.wav
7,-63,output_455.wav
140,-192,output_456.wav
-96,-23,output_457.wav
-177,21,output_458.wav
-15,-58,output_459.wav
-160,172,output_460.wav
161,-118,output_461.wav
-14,107,output_462.wav
-67,74,output_463.wav
121,84,output_464.wav
-86,-2,output_465.wav
-147,-10,output_466.wav
-82,106,output_467.wav
81,179,output_468.wav
-112,0,output_469.wav
176,-2,output_470.wav
-177,13,output_471.wav
18,-167,output_472.wav
-189,87,output_473.wav
45,112,output_474.wav
126,-27,output_475.wav
-30,134,output_476.wav
114,-109,output_477.wav
37,-64,output_478.wav
113,-114,output_479.wav
-185,-169,output_480.wav
-143,-5,output_481.wav
-165,171,output_482.wav
-97,67,output_483.wav
41,-103,output_484.wav
134,-178,output_485.wav
161,37,output_486.wav
-142,26,output_487.wav
5,-16,output_488.wav
-76,141,output_489.wav
153,197,output_490.wav
6,-128,output_491.wav
25,-196,output_492.wav
-5,-5,output_493.wav
56,150,output_494.wav
129,-58,output_495.wav
158,92,output_496.wav
97,-79,output_497.wav
-107,21,output_498.wav
143,-192,output_499.wav
-92,69,output_500.wav
155,125,output_501.wav
176,-138,output_502.wav
-9,-50,output_503.wav
124,130,output_504.wav
75,13,output_505.wav
-59,132,output_506.wav
-172,132,output_507.wav
-72,-17,output_508.wav
-111,175,output_509.wav
14,-186,output_510.wav
-37,-97,output_511.wav
-101,26,output_512.wav
-127,-3,output_513.wav
26,42,output_514.wav
-45,19,output_515.wav
188,-117,output_516.wav
45,154,output_517.wav
11,-122,output_518.wav
-120,188,output_519.wav
-76,-67,output_520.wav
-60,-171,output_521.wav
61,-111,output_522.wav
-178,130,output_523.wav
61,33,output_524.wav
-14,80,output_525.wav
-20,125,output_526.wav
124,151,output_527.wav
-58,-42,output_528.wav
181,-20,output_529.wav
-66,35,output_530.wav
133,-82,output_531.wav
191,-85,output_532.wav
167,15,output_533.wav
27,127,output_534.wav
196,-80,output_535.wav
84,39,output_536.wav
100,26,output_537.wav
-186,37,output_538.wav
163,-97,output_539.wav
198,-144,output_540.wav
-92,-119,output_541.wav
18,-198,output_542.wav
95,-91,output_543.wav
-159,-136,output_544.wav
128,-33,output_545.wav
-76,-93,output_546.wav
44,70,output_547.wav
19,168,output_548.wav
80,-105,output_549.wav
-2,-41,output_550.wav
-66,-52,output_551.wav
49,-46,output_552.wav
183,-21,output_553.wav
127,196,output_554.wav
137,135,output_555.wav
77,181,output_556.wav
184,-46,output_557.wav
-4,118,output_558.wav
-86,-166,output_559.wav
20,39,output_560.wav
-52,-49,output_561.wav
-44,130,output_562.wav
29,39,output_563.wav
87,112,output_564.wav
158,-166,output_565.wav
24,41,output_566.wav
-178,191,output_567.wav
-122,37,output_568.wav
-108,31,output_569.wav
91,-119,output_570.wav
-198,-82,output_571.wav
-105,178,output_572.wav
112,-155,output_573.wav
-184,7,output_574.wav
1,31,output_575.wav
-76,-93,output_576.wav
198,179,output_577.wav
120,-152,output_578.wav
-20,56,output_579.wav
-183,-101,output_580.wav
-25,15,output_581.wav
3,-168,output_582.wav
158,78,output_583.wav
-17,105,output_584.wav
160,82,output_585.wav
12,-187,output_586.wav
129,99,output_587.wav
124,96,output_588.wav
103,-172,output_589.wav
136,-118,output_590.wav
58,-192,output_591.wav
124,43,output_592.wav
120,-153,output_593.wav
125,77,output_594.wav
-63,10,output_595.wav
-131,194,output_596.wav
67,119,output_597.wav
105,-48,output_598.wav
130,-69,output_599.wav
-57,-181,output_600.wav
-181,-179,output_601.wav
-157,-16,output_602.wav
-67,-135,output_603.wav
154,188,output_604.wav
109,42,output_605.wav
-174,127,output_606.wav
90,-197,output_607.wav
149,32,output_608.wav
-54,-147,output_609.wav
71,-164,output_610.wav
-78,-2,output_611.wav
-50,106,output_612.wav
-115,-197,output_613.wav
149,191,output_614.wav
-10,-160,output_615.wav
194,35,output_616.wav
135,186,output_617.wav
-121,136,output_618.wav
112,-172,output_619.wav
-193,21,output_620.wav
-50,-33,output_621.wav
116,18,output_622.wav
-102,-192,output_623.wav
63,94,output_624.wav
86,-30,output_625.wav
126,171,output_626.wav
-143,-154,output_627.wav
1,5,output_628.wav
-45,44,output_629.wav
-30,-109,output_630.wav
-100,175,output_631.wav
-63,51,output_632.wav
-184,-135,output_633.wav
-198,117,output_634.wav
151,69,output_635.wav
13,-15,output_636.wav
152,-138,output_637.wav
-174,33,output_638.wav
93,2,output_639.wav
173,-145,output_640.wav
54,180,output_641.wav
50,-65,output_642.wav
-188,168,output_643.wav
34,-130,output_644.wav
-37,-129,output_645.wav
-132,-157,output_646.wav
-84,-70,output_647.wav
161,-189,output_648.wav
-85,-119,output_649.wav
100,47,output_650.wav
60,82,output_651.wav
137,127,output_652.wav
173,67,output_653.wav
81,-101,output_654.wav
-172,-4,output_655.wav
161,152,output_656.wav
-98,62,output_657.wav
28,75,output_658.wav
181,-10,output_659.wav
44,-8,output_660.wav
122,-1,output_661.wav
61,-20,output_662.wav
78,158,output_663.wav
-168,-26,output_664.wav
-132,8,output_665.wav
101,187,output_666.wav
89,24,output_667.wav
-114,-145,output_668.wav
-63,93,output_669.wav
-48,78,output_670.wav
-38,-144,output_671.wav
157,141,output_672.wav
-69,191,output_673.wav
-156,-111,output_674.wav
120,-50,output_675.wav
167,112,output_676.wav
-73,-35,output_677.wav
-75,-7,output_678.wav
-194,117,output_679.wav
112,-71,output_680.wav
-153,-129,output_681.wav
-171,192,output_682.wav
63,150,output_683.wav
191,-175,output_684.wav
-191,-93,output_685.wav
-72,-162,output_686.wav
-22,57,output_687.wav
-168,-133,output_688.wav
-153,-138,output_689.wav
79,-8,output_690.wav
27,-34,output_691.wav
102,-130,output_692.wav
147,13,output_693.wav
-7,64,output_694.wav
81,-162,output_695.wav
-192,-185,output_696.wav
78,69,output_697.wav
-148,118,output_698.wav
166,-24,output_699.wav
197,142,output_700.wav
-127,-76,output_701.wav
-31,-37,output_702.wav
-87,-155,output_703.wav
106,-65,output_704.wav
189,-182,output_705.wav
-190,153,output_706.wav
50,-55,output_707.wav
97,-47,output_708.wav
103,47,output_709.wav
-37,-27,output_710.wav
-49,-101,output_711.wav
196,-134,output_712.wav
158,111,output_713.wav
43,96,output_714.wav
-165,133,output_715.wav
-74,62,output_716.wav
192,-67,output_717.wav
73,3,output_718.wav
-166,-159,output_719.wav
182,52,output_720.wav
-112,29,output_721.wav
14,164,output_722.wav
82,72,output_723.wav
-193,7,output_724.wav
-71,92,output_725.wav
-143,10,output_726.wav
-190,-141,output_727.wav
-195,-127,output_728.wav
62,134,output_729.wav
62,-197,output_730.wav
185,-188,output_731.wav
193,-9,output_732.wav
62,-129,output_733.wav
175,-114,output_734.wav
-124,-138,output_735.wav
62,-197,output_736.wav
-128,-197,output_737.wav
7,-44,output_738.wav
-195,-169,output_739.wav
140,-171,output_740.wav
107,92,output_741.wav
149,164,output_742.wav
-107,-20,output_743.wav
163,2,output_744.wav
12,-65,output_745.wav
-166,-5,output_746.wav
-8,13,output_747.wav
-29,92,output_748.wav
135,-41,output_749.wav
-102,44,output_750.wav
164,162,output_751.wav
188,23,output_752.wav
182,124,output_753.wav
162,125,output_754.wav
-177,-160,output_755.wav
163,-197,output_756.wav
-135,-98,output_757.wav
-78,102,output_758.wav
196,4,output_759.wav
-185,-119,output_760.wav
-35,-171,output_761.wav
-158,129,output_762.wav
43,-24,output_763.wav
9,-140,output_764.wav
-39,130,output_765.wav
-20,-55,output_766.wav
-46,142,output_767.wav
-117,-81,output_768.wav
61,-11,output_769.wav
107,-198,output_770.wav
180,78,output_771.wav
-126,-114,output_772.wav
-112,-17,output_773.wav
173,87,output_774.wav
92,34,output_775.wav
-103,-87,output_776.wav
112,181,output_777.wav
4,-184,output_778.wav
151,-147,output_779.wav
76,-73,output_780.wav
-102,-67,output_781.wav
0,-32,output_782.wav
174,-124,output_783.wav
98,22,output_784.wav
-146,164,output_785.wav
-29,-132,output_786.wav
63,195,output_787.wav
57,-118,output_788.wav
46,-71,output_789.wav
-45,-187,output_790.wav
-84,161,output_791.wav
133,-191,output_792.wav
112,40,output_793.wav
194,-66,output_794.wav
-107,25,output_795.wav
184,-185,output_796.wav
110,25,output_797.wav
-18,-99,output_798.wav
-116,-105,output_799.wav
-150,-69,output_800.wav
189,-81,output_801.wav
-108,-143,output_802.wav
-200,-155,output_803.wav
-187,124,output_804.wav
-181,87,output_805.wav
-97,-43,output_806.wav
88,156,output_807.wav
68,-149,output_808.wav
-95,157,output_809.wav
120,-200,output_810.wav
52,7,output_811.wav
107,120,output_812.wav
72,194,output_813.wav
-72,-193,output_814.wav
-155,99,output_815.wav
-154,109,output_816.wav
78,72,output_817.wav
183,111,output_818.wav
162,-8,output_819.wav
-4,116,output_820.wav
-54,195,output_821.wav
23,64,output_822.wav
96,145,output_823.wav
115,-72,output_824.wav
-182,8,output_825.wav
-130,-1,output_826.wav
66,96,output_827.wav
43,-170,output_828.wav
46,-66,output_829.wav
79,-40,output_830.wav
-40,39,output_831.wav
-146,-37,output_832.wav
-130,62,output_833.wav
-183,169,output_834.wav
114,38,output_835.wav
4,15,output_836.wav
-8,-70,output_837.wav
42,-34,output_838.wav
119,-99,output_839.wav
2,-118,output_840.wav
-34,-64,output_841.wav
-86,-97,output_842.wav
100,111,output_843.wav
-145,-55,output_844.wav
-44,179,output_845.wav
119,-185,output_846.wav
-135,56,output_847.wav
-170,-11,output_848.wav
-152,72,output_849.wav
-127,-183,output_850.wav
-11,1,output_851.wav
12,146,output_852.wav
-108,199,output_853.wav
149,98,output_854.wav
169,-87,output_855.wav
-160,68,output_856.wav
-153,11,output_857.wav
-58,-1,output_858.wav
-156,-64,output_859.wav
48,-36,output_860.wav
-71,118,output_861.wav
-179,9,output_862.wav
193,-96,output_863.wav
184,-39,output_864.wav
82,97,output_865.wav
-187,84,output_866.wav
-120,66,output_867.wav
38,-111,output_868.wav
-198,-102,output_869.wav
49,-137,output_870.wav
183,-5,output_871.wav
-91,-138,output_872.wav
-179,17,output_873.wav
-150,-44,output_874.wav
-67,125,output_875.wav
120,-110,output_876.wav
-114,54,output_877.wav
38,-3,output_878.wav
199,-53,output_879.wav
-11,52,output_880.wav
69,132,output_881.wav
3,-107,output_882.wav
-71,104,output_883.wav
-42,-173,output_884.wav
-49,122,output_885.wav
-136,164,output_886.wav
56,136,output_887.wav
-143,-15,output_888.wav
188,-161,output_889.wav
-159,84,output_890.wav
-108,91,output_891.wav
38,125,output_892.wav
77,137,output_893.wav
-5,169,output_894.wav
-55,139,output_895.wav
-118,85,output_896.wav
51,194,output_897.wav
21,118,output_898.wav
158,-82,output_899.wav
60,-24,output_900.wav
19,-179,output_901.wav
149,-53,output_902.wav
24,1,output_903.wav
148,-105,output_904.wav
45,91,output_905.wav
113,-48,output_906.wav
-175,-164,output_907.wav
-102,70,output_908.wav
192,169,output_909.wav
130,-112,output_910.wav
-176,-198,output_911.wav
-114,194,output_912.wav
133,107,output_913.wav
186,-17,output_914.wav
130,-26,output_915.wav
92,-60,output_916.wav
116,126,output_917.wav
-37,-75,output_918.wav
-124,-96,output_919.wav
-25,170,output_920.wav
-181,184,output_921.wav
-153,160,output_922.wav
139,85,output_923.wav
166,-44,output_924.wav
-112,23,output_925.wav
-150,-92,output_926.wav
171,27,output_927.wav
-66,-34,output_928.wav
92,-154,output_929.wav
121,-5,output_930.wav
-34,35,output_931.wav
-76,63,output_932.wav
58,41,output_933.wav
-92,-140,output_934.wav
139,185,output_935.wav
-167,-82,output_936.wav
-35,-77,output_937.wav
144,0,output_938.wav
-182,147,output_939.wav
85,-67,output_940.wav
0,68,output_941.wav
21,172,output_942.wav
165,0,output_943.wav
118,-111,output_944.wav
-36,-166,output_945.wav
63,-27,output_946.wav
9,46,output_947.wav
-187,195,output_948.wav
-124,180,output_949.wav
-45,-182,output_950.wav
68,-100,output_951.wav
-164,-63,output_952.wav
-182,-21,output_953.wav
85,79,output_954.wav
-32,-30,output_955.wav
-109,-40,output_956.wav
12,-56,output_957.wav
136,-62,output_958.wav
-94,-113,output_959.wav
-75,191,output_960.wav
-3,-146,output_961.wav
143,185,output_962.wav
112,-113,output_963.wav
-34,-123,output_964.wav
174,-188,output_965.wav
187,-103,output_966.wav
-18,58,output_967.wav
143,-134,output_968.wav
-166,-198,output_969.wav
-117,-77,output_970.wav
-97,-141,output_971.wav
-112,-55,output_972.wav
-114,-16,output_973.wav
-1,-194,output_974.wav
-93,-191,output_975.wav
-77,54,output_976.wav
-103,-13,output_977.wav
32,-102,output_978.wav
150,-138,output_979.wav
10,93,output_980.wav
62,9,output_981.wav
116,143,output_982.wav
-184,199,output_983.wav
140,157,output_984.wav
122,-142,output_985.wav
36,73,output_986.wav
161,-73,output_987.wav
-142,86,output_988.wav
180,-2,output_989.wav
-86,147,output_990.wav
-175,-103,output_991.wav
-88,12,output_992.wav
188,-150,output_993.wav
-170,151,output_994.wav
73,-200,output_995.wav
-111,-180,output_996.wav
-95,8,output_997.wav
130,142,output_998.wav
-40,105,output_999.wav
-160,-200,output_1000.wav
-27,-39,output_1001.wav
152,1,output_1002.wav
-70,15,output_1003.wav
-104,187,output_1004.wav
69,-10,output_1005.wav
49,-184,output_1006.wav
-25,-83,output_1007.wav
191,-120,output_1008.wav
3,124,output_1009.wav
117,23,output_1010.wav
-42,-174,output_1011.wav
-48,-81,output_1012.wav
-68,-55,output_1013.wav
111,-180,output_1014.wav
-93,-83,output_1015.wav
-143,62,output_1016.wav
-141,-58,output_1017.wav
-39,-145,output_1018.wav
169,-180,output_1019.wav
31,109,output_1020.wav
-166,8,output_1021.wav
-27,-196,output_1022.wav
124,-65,output_1023.wav
76,152,output_1024.wav
-98,-10,output_1025.wav
149,100,output_1026.wav
177,56,output_1027.wav
70,-127,output_1028.wav
163,-146,output_1029.wav
23,-167,output_1030.wav
-76,136,output_1031.wav
52,-194,output_1032.wav
-6,-182,output_1033.wav
-140,-193,output_1034.wav
88,179,output_1035.wav
182,-109,output_1036.wav
-130,-15,output_1037.wav
-99,154,output_1038.wav
194,169,output_1039.wav
-1,-9,output_1040.wav
34,-146,output_1041.wav
58,-2,output_1042.wav
79,177,output_1043.wav
53,-39,output_1044.wav
-71,66,output_1045.wav
139,-117,output_1046.wav
27,122,output_1047.wav
-24,-72,output_1048.wav
191,-104,output_1049.wav
96,-83,output_1050.wav
-44,68,output_1051.wav
-197,-47,output_1052.wav
-95,-166,output_1053.wav
66,-66,output_1054.wav
56,95,output_1055.wav
61,-147,output_1056.wav
-40,-129,output_1057.wav
-48,57,output_1058.wav
-149,136,output_1059.wav
103,-7,output_1060.wav
93,199,output_1061.wav
96,3,output_1062.wav
170,124,output_1063.wav
57,-29,output_1064.wav
-118,197,output_1065.wav
-92,98,output_1066.wav
179,-27,output_1067.wav
106,-111,output_1068.wav
-136,-143,output_1069.wav
-148,15,output_1070.wav
58,-22,output_1071.wav
136,-8,output_1072.wav
-27,150,output_1073.wav
-49,-30,output_1074.wav
-98,-107,output_1075.wav
75,180,output_1076.wav
-76,108,output_1077.wav
172,141,output_1078.wav
74,-89,output_1079.wav
-83,13,output_1080.wav
-8,14,output_1081.wav
-147,100,output_1082.wav
196,182,output_1083.wav
173,-192,output_1084.wav
43,8,output_1085.wav
50,-156,output_1086.wav
-15,-62,output_1087.wav
81,-14,output_1088.wav
79,-198,output_1089.wav
-47,14,output_1090.wav
-126,-23,output_1091.wav
23,1,output_1092.wav
-52,32,output_1093.wav
-42,36,output_1094.wav
5,-200,output_1095.wav
-39,-164,output_1096.wav
-14,26,output_1097.wav
-123,-2,output_1098.wav
-179,-14,output_1099.wav
47,125,output_1100.wav
34,82,output_1101.wav
161,139,output_1102.wav
-187,112,output_1103.wav
65,-162,output_1104.wav
-105,-42,output_1105.wav
193,79,output_1106.wav
-20,25,output_1107.wav
26,91,output_1108.wav
-17,22,output_1109.wav
22,-153,output_1110.wav
-159,64,output_1111.wav
-184,134,output_1112.wav
-1,80,output_1113.wav
-50,77,output_1114.wav
55,128,output_1115.wav
-98,23,output_1116.wav
-107,-52,output_1117.wav
-112,91,output_1118.wav
-169,-176,output_1119.wav
177,173,output_1120.wav
-125,193,output_1121.wav
26,103,output_1122.wav
-155,-36,output_1123.wav
111,-185,output_1124.wav
-82,-86,output_1125.wav
49,75,output_1126.wav
104,-58,output_1127.wav
27,-3,output_1128.wav
4,18,output_1129.wav
-9,47,output_1130.wav
148,115,output_1131.wav
-148,-79,output_1132.wav
33,-81,output_1133.wav
131,-100,output_1134.wav
32,44,output_1135.wav
93,-97,output_1136.wav
-147,139,output_1137.wav
174,95,output_1138.wav
-152,-114,output_1139.wav
186,-85,output_1140.wav
78,44,output_1141.wav
20,143,output_1142.wav
18,21,output_1143.wav
48,-112,output_1144.wav
121,23,output_1145.wav
-14,128,output_1146.wav
-177,-168,output_1147.wav
20,12,output_1148.wav
109,108,output_1149.wav
194,-90,output_1150.wav
28,167,output_1151.wav
-134,174,output_1152.wav
